age,income,credit_score,education,employment_status,years_employed,account_balance,num_credit_cards,debt_ratio,marital_status,state,customer_since
51.0,,740.0,Some College,Full-time,25.4,10326.0,3.0,0.206,Single,Other,2024-05-30 12:53:24.213453
37.0,87584.0,738.0,High School,Part-time,10.9,32307.0,4.0,0.24,Single,Other,2023-12-05 12:53:24.213453
47.0,58495.0,728.0,Some College,Full-time,17.3,17270.0,3.0,0.298,Single,Other,2023-01-27 12:53:24.213453
23.0,27334.0,553.0,Some College,Full-time,2.2,11058.0,0.0,0.391,Single,PA,2023-12-15 12:53:24.213453
56.0,94709.0,777.0,Bachelor,Full-time,29.8,23650.0,6.0,0.18,Married,NY,2022-10-04 12:53:24.213453
39.0,64194.0,717.0,Bachelor,Full-time,18.8,21051.0,3.0,0.236,Married,GA,2023-07-19 12:53:24.213453
34.0,59259.0,669.0,Some College,Full-time,7.2,25390.0,3.0,,Married,TX,2022-12-10 12:53:24.213453
58.0,97338.0,800.0,High School,Full-time,30.2,59805.0,5.0,,Single,IL,2023-04-19 12:53:24.213453
31.0,59021.0,708.0,Some College,Full-time,6.4,16597.0,3.0,0.261,Single,Other,2024-06-17 12:53:24.213453
21.0,51145.0,641.0,Some College,Full-time,0.8,13949.0,2.0,,Single,CA,2023-09-04 12:53:24.213453
19.0,37647.0,,Bachelor,Full-time,,7876.0,,0.38,Single,TX,2024-06-19 12:53:24.213453
51.0,75881.0,756.0,High School,Full-time,20.7,25132.0,4.0,0.209,Married,TX,2023-08-01 12:53:24.213453
23.0,47589.0,617.0,Bachelor,Full-time,0.0,25275.0,2.0,0.372,Single,PA,2024-12-13 12:53:24.213453
68.0,133498.0,834.0,Master,Retired,0.0,61838.0,5.0,0.158,Married,Other,2023-05-10 12:53:24.213453
18.0,28010.0,567.0,High School,Full-time,0.0,12430.0,1.0,0.404,Single,TX,2024-12-11 12:53:24.213453
67.0,88882.0,833.0,Some College,Retired,0.0,45216.0,4.0,0.144,Divorced,TX,2023-06-16 12:53:24.213453
45.0,87106.0,694.0,High School,Part-time,20.5,24310.0,4.0,,Married,Other,2024-05-30 12:53:24.213453
41.0,62694.0,728.0,Bachelor,Full-time,16.4,7399.0,4.0,0.263,Married,Other,2024-01-16 12:53:24.213453
34.0,21410.0,634.0,Bachelor,Full-time,12.8,5662.0,0.0,0.401,Married,CA,2024-07-10 12:53:24.213453
48.0,87711.0,686.0,Some College,Full-time,21.6,,2.0,0.201,Married,Other,2023-06-15 12:53:24.213453
41.0,56470.0,686.0,Bachelor,Full-time,12.8,13013.0,3.0,0.281,Single,Other,2024-02-04 12:53:24.213453
59.0,90142.0,700.0,Master,Full-time,32.3,45738.0,2.0,,Married,Other,2023-09-15 12:53:24.213453
44.0,73980.0,721.0,High School,Full-time,16.4,25941.0,2.0,0.229,Single,NC,2023-03-13 12:53:24.213453
44.0,71857.0,726.0,High School,Full-time,19.4,27875.0,5.0,0.229,Married,Other,2024-01-03 12:53:24.213453
37.0,69142.0,658.0,Master,Full-time,15.1,34683.0,3.0,0.287,Married,CA,2022-11-12 12:53:24.213453
41.0,57968.0,681.0,Bachelor,Full-time,16.1,17476.0,4.0,0.33,Married,FL,2022-06-26 12:53:24.213453
47.0,81197.0,777.0,Master,Full-time,17.0,54493.0,3.0,0.218,Married,PA,2024-04-03 12:53:24.213453
18.0,26107.0,561.0,Bachelor,Full-time,0.0,9207.0,1.0,0.378,Single,OH,2023-02-18 12:53:24.213453
22.0,47082.0,577.0,Bachelor,Full-time,2.6,,2.0,0.345,Single,Other,2022-02-10 12:53:24.213453
53.0,91731.0,791.0,Some College,Full-time,24.5,36346.0,5.0,,Married,Other,2022-11-02 12:53:24.213453
45.0,56468.0,746.0,Bachelor,Full-time,18.6,15458.0,3.0,0.263,Single,CA,2024-07-04 12:53:24.213453
39.0,77790.0,691.0,Master,Full-time,15.1,36874.0,3.0,,Married,PA,2024-09-20 12:53:24.213453
42.0,57961.0,710.0,Bachelor,Full-time,17.4,23322.0,3.0,0.321,Divorced,OH,2022-11-29 12:53:24.213453
47.0,85621.0,763.0,High School,Full-time,20.6,16675.0,6.0,0.179,Married,Other,2022-08-22 12:53:24.213453
34.0,59509.0,635.0,Some College,Full-time,9.2,,3.0,0.294,Single,Other,2023-01-10 12:53:24.213453
30.0,75573.0,647.0,High School,Full-time,5.8,33468.0,3.0,0.285,Married,Other,2024-05-05 12:53:24.213453
45.0,67148.0,735.0,High School,Full-time,20.1,41996.0,2.0,0.212,Divorced,Other,2022-02-21 12:53:24.213453
27.0,38260.0,666.0,Some College,Full-time,5.1,15168.0,1.0,0.308,Married,Other,2024-05-18 12:53:24.213453
48.0,74709.0,732.0,Bachelor,Full-time,20.3,18714.0,2.0,0.24,Single,Other,2023-07-20 12:53:24.213453
18.0,25452.0,549.0,Bachelor,Full-time,0.0,10311.0,1.0,0.428,Married,FL,2024-10-07 12:53:24.213453
57.0,100499.0,827.0,Some College,Full-time,27.7,40543.0,7.0,,Married,Other,2022-10-20 12:53:24.213453
49.0,52255.0,,Bachelor,Part-time,19.9,14458.0,2.0,0.269,Single,Other,2023-09-06 12:53:24.213453
46.0,56195.0,680.0,High School,Full-time,17.7,16621.0,4.0,0.351,Divorced,Other,2024-11-08 12:53:24.213453
57.0,72483.0,750.0,High School,Full-time,26.0,24817.0,5.0,0.231,Married,Other,2023-02-17 12:53:24.213453
67.0,117755.0,850.0,High School,Full-time,35.5,73510.0,7.0,0.072,Married,Other,2024-08-04 12:53:24.213453
57.0,114159.0,807.0,Bachelor,Full-time,30.5,17239.0,7.0,,Married,Other,2023-02-26 12:53:24.213453
18.0,28433.0,591.0,High School,Part-time,0.0,8992.0,1.0,0.462,Married,Other,2024-07-07 12:53:24.213453
23.0,34968.0,614.0,Some College,Full-time,1.2,21889.0,1.0,0.373,Single,TX,2023-07-24 12:53:24.213453
33.0,53551.0,650.0,Some College,Full-time,7.5,10362.0,3.0,0.337,Single,NC,2023-08-19 12:53:24.213453
42.0,83428.0,722.0,Bachelor,Full-time,15.5,74652.0,3.0,0.191,Divorced,Other,2024-07-02 12:53:24.213453
50.0,64090.0,,High School,Full-time,19.4,32151.0,4.0,0.291,Single,NY,2022-09-15 12:53:24.213453
31.0,53076.0,633.0,Bachelor,Full-time,6.8,11750.0,3.0,0.36,Married,Other,2023-05-18 12:53:24.213453
45.0,85128.0,723.0,Bachelor,Full-time,18.0,33907.0,5.0,,Married,Other,2023-02-06 12:53:24.213453
31.0,57016.0,611.0,Bachelor,Full-time,8.3,15107.0,2.0,0.365,Single,Other,2022-03-08 12:53:24.213453
33.0,55344.0,662.0,Master,Full-time,9.2,13999.0,2.0,0.3,Single,Other,2023-12-22 12:53:24.213453
21.0,49516.0,602.0,High School,Full-time,0.0,,2.0,0.421,Married,FL,2024-05-23 12:53:24.213453
28.0,20000.0,653.0,High School,Unemployed,0.0,2798.0,1.0,0.448,Single,Other,2024-12-26 12:53:24.213453
22.0,46168.0,655.0,Master,Full-time,0.4,7094.0,2.0,0.354,Single,Other,2022-05-11 12:53:24.213453
27.0,33689.0,597.0,Some College,Full-time,4.4,14089.0,2.0,0.354,Married,NY,2023-11-19 12:53:24.213453
58.0,62541.0,728.0,Bachelor,Full-time,28.8,17559.0,3.0,0.221,Married,TX,2022-04-30 12:53:24.213453
28.0,52668.0,630.0,Bachelor,Full-time,,24441.0,,0.297,Married,Other,2024-11-25 12:53:24.213453
81.0,145105.0,850.0,Bachelor,Retired,0.0,52365.0,5.0,0.05,Married,Other,2024-07-23 12:53:24.213453
49.0,74438.0,723.0,Master,Full-time,22.6,19053.0,3.0,0.279,Married,Other,2022-05-05 12:53:24.213453
45.0,84793.0,693.0,PhD,Full-time,14.9,40575.0,5.0,0.21,Divorced,Other,2023-10-24 12:53:24.213453
29.0,70684.0,620.0,Bachelor,Full-time,4.5,28439.0,2.0,0.313,Married,FL,2022-06-02 12:53:24.213453
53.0,102224.0,776.0,Some College,Retired,,88653.0,,0.149,Single,IL,2023-01-31 12:53:24.213453
33.0,77099.0,691.0,Master,Full-time,9.3,22015.0,3.0,0.266,Divorced,PA,2023-12-22 12:53:24.213453
44.0,80132.0,684.0,High School,Full-time,20.0,15731.0,3.0,0.246,Married,Other,2022-12-21 12:53:24.213453
80.0,124132.0,850.0,High School,Retired,0.0,71501.0,8.0,0.05,Single,CA,2023-03-13 12:53:24.213453
41.0,40471.0,641.0,Master,Full-time,14.2,13313.0,2.0,0.31,Divorced,Other,2024-10-22 12:53:24.213453
59.0,87809.0,768.0,Some College,Full-time,28.6,18573.0,6.0,0.185,Married,Other,2023-07-03 12:53:24.213453
31.0,36851.0,650.0,High School,Full-time,5.6,15182.0,1.0,0.362,Single,Other,2024-07-14 12:53:24.213453
41.0,,715.0,High School,Full-time,14.5,38011.0,7.0,0.193,Single,GA,2022-04-17 12:53:24.213453
69.0,103862.0,821.0,Master,Retired,0.0,36735.0,7.0,0.102,Married,Other,2022-09-21 12:53:24.213453
33.0,,634.0,Bachelor,Retired,,25129.0,,0.309,Married,PA,2024-05-09 12:53:24.213453
69.0,114772.0,812.0,Bachelor,Full-time,38.5,32672.0,5.0,,Single,CA,2023-09-08 12:53:24.213453
53.0,83154.0,732.0,High School,Full-time,21.4,46936.0,5.0,0.225,Married,FL,2023-05-29 12:53:24.213453
34.0,79426.0,655.0,Bachelor,Full-time,8.5,34599.0,4.0,0.26,Single,Other,2022-10-28 12:53:24.213453
51.0,,714.0,Bachelor,Full-time,22.5,14343.0,3.0,0.225,Married,CA,2024-08-26 12:53:24.213453
57.0,91419.0,712.0,Some College,Full-time,31.3,43030.0,4.0,0.239,Single,Other,2023-05-14 12:53:24.213453
51.0,68363.0,,Some College,Full-time,22.7,20914.0,3.0,,Single,CA,2023-10-24 12:53:24.213453
18.0,,561.0,High School,Unemployed,0.0,,1.0,0.473,Single,NY,2023-07-31 12:53:24.213453
31.0,40323.0,622.0,PhD,Unemployed,0.0,11148.0,2.0,0.359,Married,CA,2024-01-19 12:53:24.213453
38.0,59444.0,662.0,Bachelor,Full-time,12.9,12401.0,3.0,0.378,Married,Other,2024-11-03 12:53:24.213453
41.0,58060.0,675.0,Master,Full-time,16.4,15173.0,3.0,0.326,Married,Other,2022-10-27 12:53:24.213453
51.0,69114.0,732.0,Some College,Full-time,24.0,22386.0,4.0,0.233,Married,Other,2023-09-27 12:53:24.213453
45.0,,707.0,Bachelor,Full-time,18.7,16177.0,2.0,0.276,Married,Other,2024-09-21 12:53:24.213453
22.0,34753.0,577.0,Bachelor,Full-time,2.3,16002.0,1.0,0.383,Married,Other,2023-02-12 12:53:24.213453
48.0,52429.0,656.0,Bachelor,Full-time,19.7,,3.0,0.314,Married,NC,2022-07-26 12:53:24.213453
51.0,90901.0,709.0,Master,Full-time,25.0,20986.0,4.0,0.196,Single,Other,2022-10-31 12:53:24.213453
50.0,79237.0,711.0,Some College,Full-time,19.1,29252.0,2.0,0.279,Married,Other,2023-10-29 12:53:24.213453
58.0,68137.0,728.0,High School,Full-time,27.0,12988.0,3.0,0.228,Married,NC,2022-02-26 12:53:24.213453
55.0,80862.0,719.0,Bachelor,Unemployed,0.0,39284.0,5.0,0.238,Married,Other,2023-08-29 12:53:24.213453
49.0,65218.0,669.0,Bachelor,Full-time,21.1,15301.0,3.0,0.32,Married,Other,2022-03-31 12:53:24.213453
41.0,69288.0,675.0,Bachelor,Full-time,15.1,19523.0,2.0,,Married,Other,2024-01-31 12:53:24.213453
18.0,50107.0,606.0,High School,Full-time,0.0,9356.0,3.0,0.352,Single,Other,2023-11-22 12:53:24.213453
48.0,46872.0,705.0,Bachelor,Full-time,20.9,8427.0,1.0,0.353,Married,TX,2022-10-27 12:53:24.213453
45.0,72225.0,687.0,Some College,Retired,0.0,40931.0,3.0,0.225,Divorced,Other,2022-10-02 12:53:24.213453
46.0,69598.0,691.0,Some College,Full-time,18.8,23289.0,5.0,0.245,Married,TX,2023-11-21 12:53:24.213453
23.0,47570.0,585.0,Bachelor,Full-time,0.0,11936.0,2.0,0.403,Single,Other,2022-04-25 12:53:24.213453
26.0,45198.0,618.0,Bachelor,Full-time,5.9,22653.0,2.0,0.307,Divorced,Other,2024-07-25 12:53:24.213453
58.0,78720.0,723.0,High School,Full-time,28.2,65826.0,3.0,0.265,Married,Other,2023-07-20 12:53:24.213453
41.0,59714.0,696.0,Some College,Full-time,14.2,19016.0,3.0,0.372,Married,CA,2022-04-29 12:53:24.213453
52.0,69060.0,667.0,Some College,Full-time,27.2,39359.0,3.0,,Divorced,CA,2023-08-02 12:53:24.213453
42.0,82140.0,693.0,High School,Full-time,13.5,43938.0,3.0,0.217,Married,CA,2024-06-02 12:53:24.213453
42.0,66320.0,697.0,Bachelor,Full-time,13.7,26492.0,4.0,0.315,Divorced,PA,2024-07-13 12:53:24.213453
56.0,115518.0,785.0,Master,Full-time,25.0,39242.0,5.0,,Single,Other,2023-06-21 12:53:24.213453
34.0,53090.0,732.0,Some College,Full-time,9.5,,2.0,0.269,Married,Other,2023-03-14 12:53:24.213453
43.0,56874.0,692.0,Bachelor,Full-time,17.7,11375.0,3.0,0.314,Single,Other,2023-07-08 12:53:24.213453
35.0,32794.0,604.0,Master,Full-time,11.9,20532.0,1.0,0.382,Married,Other,2023-09-29 12:53:24.213453
35.0,28453.0,627.0,Bachelor,Part-time,15.5,9005.0,1.0,0.36,Single,NY,2024-10-29 12:53:24.213453
37.0,34738.0,588.0,High School,Part-time,7.5,,1.0,0.379,Single,CA,2023-04-23 12:53:24.213453
45.0,74507.0,703.0,Master,Full-time,19.6,13678.0,5.0,0.216,Single,CA,2023-07-27 12:53:24.213453
35.0,63131.0,639.0,Some College,Full-time,9.3,,2.0,0.264,Married,Other,2024-09-05 12:53:24.213453
61.0,70782.0,777.0,Some College,Full-time,30.0,13572.0,3.0,0.227,Married,Other,2023-01-15 12:53:24.213453
29.0,59926.0,626.0,High School,Full-time,4.4,34154.0,3.0,0.306,Single,Other,2024-05-31 12:53:24.213453
39.0,54254.0,664.0,Some College,Full-time,11.8,19496.0,2.0,0.273,Married,IL,2022-12-24 12:53:24.213453
35.0,57702.0,640.0,High School,Full-time,13.8,27653.0,2.0,0.294,Single,PA,2024-12-24 12:53:24.213453
64.0,123183.0,850.0,High School,Full-time,35.3,39332.0,7.0,0.05,Divorced,Other,2023-10-15 12:53:24.213453
45.0,83953.0,705.0,Some College,Full-time,18.4,38506.0,5.0,0.266,Married,CA,2023-06-02 12:53:24.213453
57.0,84472.0,,Bachelor,Part-time,30.7,20809.0,6.0,0.145,Married,Other,2023-06-01 12:53:24.213453
20.0,20000.0,600.0,Master,Full-time,0.0,,1.0,0.439,Married,NY,2022-06-24 12:53:24.213453
46.0,39723.0,688.0,Some College,Full-time,16.5,9027.0,2.0,0.316,Married,CA,2024-02-25 12:53:24.213453
55.0,74713.0,747.0,Master,Full-time,22.0,36408.0,4.0,0.225,Married,Other,2022-06-25 12:53:24.213453
43.0,64333.0,701.0,Master,Full-time,15.4,17254.0,3.0,0.286,Married,NY,2024-11-16 12:53:24.213453
58.0,75192.0,687.0,Bachelor,Unemployed,0.0,36258.0,4.0,0.242,Divorced,Other,2024-05-07 12:53:24.213453
34.0,52031.0,642.0,High School,Full-time,9.8,6290.0,3.0,,Single,Other,2023-10-19 12:53:24.213453
63.0,98653.0,809.0,Bachelor,Full-time,33.1,64693.0,4.0,0.138,Divorced,MI,2023-07-18 12:53:24.213453
76.0,113627.0,836.0,Master,Full-time,40.0,36808.0,5.0,,Married,Other,2023-10-22 12:53:24.213453
37.0,48750.0,614.0,Bachelor,Full-time,13.6,23037.0,3.0,,Married,Other,2024-06-29 12:53:24.213453
35.0,,657.0,Some College,Full-time,10.9,7021.0,2.0,0.326,Married,NY,2023-03-21 12:53:24.213453
64.0,105629.0,845.0,Bachelor,Full-time,35.1,15907.0,5.0,0.078,Married,Other,2022-10-14 12:53:24.213453
66.0,85644.0,817.0,Bachelor,Retired,0.0,76612.0,4.0,0.166,Single,Other,2022-04-27 12:53:24.213453
34.0,75164.0,671.0,Bachelor,Full-time,10.2,20909.0,2.0,0.253,Single,CA,2024-07-23 12:53:24.213453
36.0,55521.0,688.0,High School,Full-time,8.8,35034.0,2.0,0.283,Divorced,Other,2023-08-23 12:53:24.213453
38.0,60283.0,659.0,Some College,Full-time,12.0,14305.0,3.0,0.315,Married,Other,2024-02-11 12:53:24.213453
22.0,46623.0,558.0,Bachelor,Full-time,1.1,17500.0,2.0,0.416,Single,Other,2022-05-18 12:53:24.213453
28.0,48498.0,601.0,Master,Full-time,5.0,17201.0,2.0,0.305,Married,Other,2024-12-08 12:53:24.213453
27.0,57797.0,682.0,High School,Full-time,2.3,14028.0,3.0,0.301,Married,OH,2022-07-09 12:53:24.213453
30.0,52307.0,630.0,Master,Full-time,6.4,17751.0,2.0,0.356,Single,NC,2022-05-10 12:53:24.213453
41.0,55313.0,667.0,Some College,Full-time,12.1,11010.0,4.0,0.277,Married,PA,2022-10-22 12:53:24.213453
46.0,77423.0,702.0,Bachelor,Full-time,21.5,53894.0,3.0,,Married,OH,2024-02-19 12:53:24.213453
65.0,83344.0,,Bachelor,Full-time,34.0,31158.0,4.0,0.152,Single,Other,2025-01-07 12:53:24.213453
27.0,45128.0,671.0,Bachelor,Full-time,6.2,15318.0,2.0,0.366,Divorced,Other,2023-12-08 12:53:24.213453
57.0,88002.0,822.0,Master,Full-time,26.9,17242.0,5.0,0.148,Single,TX,2024-04-08 12:53:24.213453
39.0,58378.0,,Some College,Full-time,12.6,24057.0,2.0,0.311,Married,Other,2025-01-17 12:53:24.213453
41.0,62572.0,690.0,Master,Full-time,13.7,11971.0,3.0,0.283,Single,Other,2022-08-01 12:53:24.213453
52.0,52772.0,659.0,High School,Full-time,25.8,10458.0,2.0,0.328,Married,Other,2023-11-20 12:53:24.213453
25.0,32269.0,648.0,Bachelor,Full-time,1.0,7767.0,1.0,0.38,Single,Other,2023-09-30 12:53:24.213453
48.0,76393.0,681.0,Bachelor,Full-time,22.1,,4.0,0.261,Married,Other,2023-11-04 12:53:24.213453
44.0,71398.0,706.0,Bachelor,Full-time,16.8,13592.0,3.0,,Married,IL,2023-01-12 12:53:24.213453
49.0,,671.0,Some College,Full-time,17.6,22914.0,2.0,0.324,Single,IL,2024-04-21 12:53:24.213453
46.0,90986.0,707.0,Master,Full-time,18.1,35787.0,5.0,,Married,Other,2024-04-10 12:53:24.213453
79.0,108507.0,816.0,High School,Retired,0.0,,5.0,,Married,NC,2024-12-19 12:53:24.213453
32.0,65542.0,639.0,High School,Full-time,8.1,29758.0,3.0,0.266,Divorced,Other,2022-06-25 12:53:24.213453
34.0,60408.0,642.0,Bachelor,Full-time,7.2,29765.0,2.0,0.325,Married,Other,2023-06-17 12:53:24.213453
33.0,42807.0,621.0,Some College,Full-time,10.7,22307.0,2.0,0.334,Single,Other,2024-04-08 12:53:24.213453
34.0,80630.0,704.0,Bachelor,Full-time,9.4,45734.0,3.0,0.269,Single,FL,2024-09-24 12:53:24.213453
32.0,33095.0,592.0,Some College,Full-time,7.6,10233.0,2.0,0.362,Married,TX,2023-05-16 12:53:24.213453
60.0,106787.0,789.0,High School,Full-time,31.7,28522.0,8.0,,Married,NY,2023-12-21 12:53:24.213453
63.0,112509.0,834.0,Bachelor,Full-time,34.7,38405.0,7.0,0.115,Married,NC,2022-01-31 12:53:24.213453
33.0,42441.0,622.0,Bachelor,Part-time,8.8,16852.0,3.0,0.403,Married,IL,2022-05-20 12:53:24.213453
30.0,68887.0,633.0,High School,Retired,0.0,35353.0,3.0,0.356,Married,Other,2024-07-12 12:53:24.213453
49.0,72749.0,,Bachelor,Full-time,18.1,11528.0,3.0,0.248,Divorced,CA,2025-01-22 12:53:24.213453
34.0,58330.0,692.0,Bachelor,Full-time,8.2,24323.0,3.0,0.283,Divorced,NC,2024-02-25 12:53:24.213453
51.0,83405.0,738.0,Bachelor,Full-time,22.0,26385.0,6.0,0.228,Divorced,IL,2022-03-24 12:53:24.213453
45.0,68485.0,684.0,Some College,Full-time,18.6,23349.0,2.0,0.274,Divorced,MI,2022-10-19 12:53:24.213453
19.0,43662.0,611.0,Bachelor,Full-time,0.0,,1.0,0.36,Married,OH,2024-07-04 12:53:24.213453
65.0,,770.0,Bachelor,Retired,0.0,27616.0,6.0,0.173,Single,NY,2022-09-21 12:53:24.213453
69.0,80272.0,804.0,Bachelor,Retired,0.0,31158.0,4.0,0.224,Married,Other,2022-04-13 12:53:24.213453
33.0,72065.0,679.0,High School,Full-time,8.7,29991.0,1.0,0.236,Married,TX,2024-09-07 12:53:24.213453
36.0,32063.0,627.0,Bachelor,Full-time,13.6,,1.0,0.416,Divorced,Other,2023-05-29 12:53:24.213453
46.0,87488.0,696.0,Bachelor,Full-time,19.9,24416.0,4.0,0.183,Married,Other,2024-11-25 12:53:24.213453
47.0,90401.0,701.0,Bachelor,Full-time,19.9,27673.0,4.0,,Single,MI,2024-06-25 12:53:24.213453
52.0,64636.0,733.0,Some College,Part-time,22.8,9203.0,3.0,,Married,Other,2024-06-07 12:53:24.213453
72.0,104838.0,850.0,Master,Part-time,38.7,24886.0,8.0,0.087,Married,TX,2022-06-16 12:53:24.213453
39.0,44914.0,639.0,Bachelor,Full-time,11.9,7783.0,2.0,0.35,Single,NC,2024-03-19 12:53:24.213453
30.0,44776.0,645.0,High School,Full-time,5.3,22814.0,2.0,0.373,Single,GA,2023-10-20 12:53:24.213453
21.0,,526.0,Some College,Unemployed,0.0,,1.0,0.471,Single,CA,2023-08-08 12:53:24.213453
31.0,61195.0,,Master,Full-time,6.8,23666.0,3.0,0.313,Single,OH,2024-02-12 12:53:24.213453
42.0,85655.0,,High School,Full-time,13.3,30020.0,4.0,0.232,Married,IL,2023-08-23 12:53:24.213453
69.0,127435.0,803.0,Master,Full-time,40.0,41588.0,4.0,0.158,Single,Other,2023-03-16 12:53:24.213453
34.0,45567.0,615.0,Bachelor,Full-time,10.2,,1.0,0.328,Divorced,Other,2024-12-25 12:53:24.213453
45.0,67362.0,678.0,Bachelor,Full-time,15.6,19755.0,3.0,0.284,Married,CA,2022-09-17 12:53:24.213453
42.0,40748.0,,Some College,Full-time,15.1,23529.0,2.0,0.317,Single,NY,2022-10-19 12:53:24.213453
60.0,80912.0,751.0,High School,Full-time,30.6,40634.0,4.0,0.231,Married,OH,2024-07-10 12:53:24.213453
80.0,137473.0,806.0,Master,Retired,0.0,86147.0,8.0,,Married,GA,2023-04-23 12:53:24.213453
34.0,78234.0,613.0,Some College,Full-time,7.4,51780.0,5.0,0.273,Single,Other,2022-08-04 12:53:24.213453
35.0,36985.0,620.0,Bachelor,Full-time,12.4,12532.0,1.0,,Married,OH,2023-01-17 12:53:24.213453
58.0,81113.0,765.0,Some College,Full-time,31.6,39648.0,6.0,,Married,CA,2023-02-18 12:53:24.213453
52.0,80604.0,,High School,Full-time,22.7,23922.0,2.0,0.246,Married,Other,2024-12-25 12:53:24.213453
70.0,112202.0,,High School,Retired,0.0,41323.0,6.0,,Married,Other,2022-12-22 12:53:24.213453
51.0,67356.0,701.0,Bachelor,Full-time,21.1,25714.0,3.0,0.284,Married,NC,2023-05-10 12:53:24.213453
37.0,,,PhD,Full-time,11.6,31761.0,3.0,0.253,Single,Other,2023-05-11 12:53:24.213453
51.0,72392.0,710.0,Some College,Full-time,23.1,40846.0,4.0,0.251,Divorced,TX,2022-07-11 12:53:24.213453
59.0,91283.0,776.0,Some College,Full-time,30.9,31606.0,4.0,,Single,FL,2023-08-09 12:53:24.213453
54.0,92194.0,754.0,Some College,Full-time,27.8,35393.0,2.0,0.214,Married,FL,2022-11-26 12:53:24.213453
50.0,78096.0,660.0,Bachelor,Full-time,20.9,25950.0,2.0,0.29,Single,OH,2023-01-21 12:53:24.213453
58.0,83454.0,777.0,Some College,Full-time,24.9,31627.0,5.0,0.206,Married,Other,2023-08-17 12:53:24.213453
60.0,91356.0,774.0,Master,Full-time,30.4,33132.0,3.0,0.184,Married,MI,2024-04-02 12:53:24.213453
63.0,96175.0,796.0,Bachelor,Full-time,33.4,43752.0,6.0,,Single,TX,2024-11-18 12:53:24.213453
52.0,75450.0,845.0,Bachelor,Full-time,24.5,17791.0,4.0,,Married,FL,2023-09-08 12:53:24.213453
39.0,57618.0,608.0,High School,Retired,0.0,,2.0,0.372,Single,PA,2024-02-19 12:53:24.213453
44.0,92980.0,773.0,PhD,Full-time,17.8,,5.0,,Married,Other,2022-06-19 12:53:24.213453
60.0,101414.0,769.0,High School,Full-time,33.4,43492.0,6.0,0.133,Married,OH,2022-09-22 12:53:24.213453
30.0,43568.0,638.0,High School,Full-time,7.2,12793.0,1.0,0.347,Single,PA,2024-11-22 12:53:24.213453
48.0,85454.0,724.0,Bachelor,Full-time,20.1,58454.0,4.0,0.238,Divorced,Other,2022-10-13 12:53:24.213453
36.0,51993.0,643.0,Bachelor,Full-time,10.2,7037.0,2.0,0.344,Single,FL,2023-02-05 12:53:24.213453
42.0,83597.0,689.0,Some College,Unemployed,0.0,29829.0,4.0,0.247,Single,CA,2022-11-04 12:53:24.213453
61.0,100045.0,789.0,Some College,Full-time,34.5,34300.0,6.0,0.141,Married,CA,2023-06-30 12:53:24.213453
45.0,68890.0,654.0,Bachelor,Part-time,,37931.0,,0.288,Married,FL,2024-07-22 12:53:24.213453
43.0,74216.0,722.0,High School,Full-time,16.8,22354.0,4.0,0.243,Married,CA,2022-10-27 12:53:24.213453
22.0,,570.0,Bachelor,Full-time,0.0,6841.0,1.0,0.412,Single,NY,2023-05-21 12:53:24.213453
53.0,,687.0,Bachelor,Unemployed,0.0,24777.0,3.0,0.231,Married,Other,2024-08-15 12:53:24.213453
52.0,63091.0,702.0,Some College,Full-time,27.9,13539.0,3.0,0.246,Married,Other,2022-04-04 12:53:24.213453
74.0,116144.0,850.0,Some College,Retired,0.0,45971.0,6.0,0.102,Single,Other,2023-05-05 12:53:24.213453
37.0,84488.0,675.0,Some College,Full-time,12.2,31380.0,3.0,0.236,Married,Other,2024-12-05 12:53:24.213453
45.0,103970.0,746.0,Bachelor,Unemployed,0.0,60478.0,5.0,,Married,NY,2023-08-17 12:53:24.213453
46.0,81571.0,694.0,Bachelor,Full-time,14.4,64037.0,3.0,,Married,Other,2024-12-08 12:53:24.213453
66.0,109513.0,826.0,Some College,Unemployed,0.0,63194.0,3.0,,Single,PA,2024-07-26 12:53:24.213453
41.0,,677.0,Bachelor,Full-time,,12227.0,,0.309,Married,PA,2022-05-03 12:53:24.213453
46.0,63860.0,753.0,PhD,Full-time,20.1,13293.0,4.0,0.211,Single,PA,2024-03-13 12:53:24.213453
51.0,67683.0,711.0,Some College,Full-time,21.8,17777.0,3.0,0.282,Married,CA,2024-04-19 12:53:24.213453
45.0,61187.0,712.0,Master,Full-time,17.6,16915.0,2.0,0.25,Married,Other,2024-12-06 12:53:24.213453
35.0,,657.0,Some College,Full-time,9.6,10855.0,2.0,,Married,TX,2024-05-19 12:53:24.213453
45.0,63419.0,733.0,High School,Full-time,20.4,35069.0,4.0,0.258,Married,IL,2023-06-02 12:53:24.213453
58.0,60311.0,709.0,High School,Full-time,28.0,29864.0,3.0,0.268,Divorced,NY,2024-11-29 12:53:24.213453
27.0,54719.0,654.0,Some College,Full-time,8.2,19168.0,2.0,0.355,Married,CA,2024-02-18 12:53:24.213453
44.0,52909.0,675.0,High School,Full-time,18.5,17797.0,4.0,0.322,Married,TX,2023-07-12 12:53:24.213453
31.0,53089.0,640.0,High School,Full-time,4.6,24473.0,2.0,0.332,Single,CA,2023-08-07 12:53:24.213453
60.0,124111.0,803.0,Master,Full-time,30.1,49687.0,5.0,0.068,Married,NY,2023-06-29 12:53:24.213453
